Geographic Area,StateCode,CountyCode,Estate Code,Category,Population
Estate Whim,78,10,84800,Hispanic,824
Estate White Lady,78,10,84900,Hispanic,29
Estate Whites Bay 1,78,10,85100,Hispanic,79
Estate Whites Bay 2,78,10,85200,Hispanic,0
Estate William,78,10,85550,Hispanic,0
Estate Williams Delight,78,10,85630,Hispanic,592
Estate Wills Bay,78,10,85660,Hispanic,0
Estate Windsor,78,10,85820,Hispanic,0
Estate Wood Cottage,78,10,85870,Hispanic,0
Estate Work and Rest,78,10,85900,Hispanic,341
Estate Yellow Cliff,78,10,85950,Hispanic,0
Estate Adrian,78,20,60,Hispanic,23
Estate Annaberg,78,20,3520,Hispanic,1
Estate Bellevue,78,20,6275,Hispanic,9
Estate Bethany,78,20,6500,Hispanic,2
Estate Beverhoutberg and Esperance,78,20,7750,Hispanic,0
Estate Bordeaux,78,20,8300,Hispanic,0
Estate Browns Bay,78,20,8700,Hispanic,0
Estate Calabash Boom,78,20,10750,Hispanic,22
Estate Caneel Bay,78,20,11870,Hispanic,3
Estate Carolina,78,20,13650,Hispanic,12
Estate Chocolate Hole and Great Cruz Bay,78,20,19200,Hispanic,8
Estate Concordia A,78,20,24420,Hispanic,0
Estate Concordia B,78,20,24440,Hispanic,0
Estate Contant,78,20,25350,Hispanic,56
Estate Denis Bay,78,20,29400,Hispanic,0
Estate Emmaus,78,20,35100,Hispanic,1
Estate Enighed,78,20,35250,Hispanic,201
Estate Fish Bay,78,20,35750,Hispanic,7
Estate Fortberg,78,20,35775,Hispanic,0
Estate Glucksberg and Grunwald,78,20,43100,Hispanic,19
Estate Great Cinnamon Bay,78,20,45300,Hispanic,0
Estate Hammer Farm,78,20,46200,Hispanic,0
Estate Hansen Bay,78,20,46360,Hispanic,0
Estate Haulover,78,20,47230,Hispanic,0
Estate Hawksnest,78,20,47250,Hispanic,0
Estate Hermitage,78,20,47700,Hispanic,0
Estate Hope,78,20,48110,Hispanic,0
Estate Johns Folly,78,20,49875,Hispanic,1
Estate Lameshur,78,20,53805,Hispanic,0
Estate Leinster Bay,78,20,54550,Hispanic,0
Estate Little Plantation,78,20,54960,Hispanic,2
Estate Lovango Cay,78,20,55600,Hispanic,0
Estate Maho Bay,78,20,56680,Hispanic,0
Estate Mandal,78,20,56760,Hispanic,0
Estate Molendal and Little Reef Bay,78,20,57330,Hispanic,0
Estate Mount Pleasant and Retreat,78,20,57770,Hispanic,0
Estate New Renobath,78,20,58850,Hispanic,1
Estate Number 1 of Susannaberg,78,20,62540,Hispanic,0
Estate Number 1 of Trunk Bay,78,20,62560,Hispanic,0
Estate Parcel of Concordia,78,20,63400,Hispanic,0
Estate Parcel of Gift and Regenback,78,20,63500,Hispanic,3
Estate Pastory,78,20,63600,Hispanic,53
Estate Peter Bay,78,20,64030,Hispanic,1
Estate Reef Bay,78,20,65610,Hispanic,0
Estate Rendezvous and Ditlef,78,20,65650,Hispanic,3
Estate Rustenberg and Adventure,78,20,66765,Hispanic,0
Estate St. Quaco and Zimmerman,78,20,68200,Hispanic,1
Estate San Soucci,78,20,68650,Hispanic,3
Estate Sieben,78,20,70230,Hispanic,0
Estate Susannaberg,78,20,77650,Hispanic,5
Estate Zootenvaal,78,20,86100,Hispanic,0
Estate Adelphi,78,30,30,Hispanic,0
Estate Agnes Fancy,78,30,80,Hispanic,37
Estate Annas Fancy,78,30,3670,Hispanic,78
Estate Annas Retreat,78,30,5520,Hispanic,477
Estate Bakkero,78,30,5560,Hispanic,36
Estate Bolongo,78,30,7950,Hispanic,55
Estate Bonne Esperance,78,30,8060,Hispanic,14
Estate Bonne Resolution,78,30,8100,Hispanic,13
Estate Bordeaux,78,30,8400,Hispanic,15
Estate Bovoni,78,30,8500,Hispanic,339
Estate Canaan and Sherpenjewel,78,30,11650,Hispanic,2
Estate Caret Bay,78,30,12400,Hispanic,16
Estate Charlotte Amalie,78,30,17300,Hispanic,58
Estate Contant,78,30,26300,Hispanic,836
Estate Crown and Hawk,78,30,27850,Hispanic,9
Estate Demarara,78,30,29100,Hispanic,704
Estate Donoe,78,30,30550,Hispanic,4
Estate Dorothea,78,30,30650,Hispanic,45
Estate Eastern Water Island,78,30,34700,Hispanic,0
Estate Elizabeth,78,30,34800,Hispanic,19
Estate Fortuna,78,30,35890,Hispanic,70
Estate Fortuna Hill,78,30,35900,Hispanic,7
Estate Frenchman Bay,78,30,40300,Hispanic,77
Estate Frydendal,78,30,42450,Hispanic,75
Estate Frydenhoj,78,30,42500,Hispanic,79
Estate Great St. James Island,78,30,45550,Hispanic,1
Estate Hassel Island,78,30,47100,Hispanic,1
Estate Herleins Kob,78,30,47300,Hispanic,0
Estate Hoffman,78,30,47950,Hispanic,0
Estate Honduras,78,30,48060,Hispanic,168
Estate Hope,78,30,48120,Hispanic,30
Estate Hospital Ground,78,30,48160,Hispanic,23
Estate Hull,78,30,48180,Hispanic,31
Estate Inner Brass Island,78,30,48500,Hispanic,0
Estate John Brewers Bay,78,30,49750,Hispanic,1
Estate Kings Quarter,78,30,50575,Hispanic,662
Estate Langmath Mariendal,78,30,53810,Hispanic,79
Estate Lerkenlund,78,30,54650,Hispanic,46
Estate Lilliendal and Marienhoj,78,30,54825,Hispanic,27
Estate Lindbergh Bay,78,30,54875,Hispanic,233
Estate Little St. James Island,78,30,54990,Hispanic,0
Estate Little St. Thomas,78,30,54995,Hispanic,2
Estate Lovenlund,78,30,55800,Hispanic,98
Estate Lower John Dunko,78,30,55850,Hispanic,54
Estate Mafolie,78,30,56620,Hispanic,19
Estate Magens Bay,78,30,56630,Hispanic,0
Estate Mandal,78,30,56840,Hispanic,56
Estate Misgunst,78,30,57320,Hispanic,6
Estate Nadir,78,30,58150,Hispanic,116
Estate Nazareth,78,30,58400,Hispanic,75
Estate Neltjeberg,78,30,58750,Hispanic,9
Estate New Herrnhut,78,30,58825,Hispanic,2
Estate Nisky,78,30,59200,Hispanic,9
Estate Outer Brass Island,78,30,62800,Hispanic,0
Estate Pearl,78,30,63950,Hispanic,19
Estate Perseverance,78,30,64010,Hispanic,0
Estate Peterborg,78,30,64050,Hispanic,20
Estate Queens Quarter,78,30,65070,Hispanic,131
Estate Raphune,78,30,65125,Hispanic,1
Estate Ross,78,30,66200,Hispanic,8
Estate St. Joseph and Rosendal,78,30,67660,Hispanic,78
Estate St. Peter,78,30,67800,Hispanic,13
Estate Santa Maria,78,30,68800,Hispanic,7
Estate Smith Bay,78,30,72500,Hispanic,184
Estate Solberg,78,30,73550,Hispanic,124
Estate Sorgenfri,78,30,73800,Hispanic,8
Estate Staabi,78,30,76400,Hispanic,0
Estate Tabor and Harmony,78,30,77730,Hispanic,25
Estate Thomas,78,30,78150,Hispanic,267
Estate Upper John Dunko,78,30,80260,Hispanic,23
Estate Western Water Island,78,30,83500,Hispanic,7
Estate Wintberg,78,30,85850,Hispanic,56
Estate Zufriedenheit,78,30,86200,Hispanic,3
Charlotte Amalie town,78,30,-1,Hispanic,1841
Charlotte Amalie East CDP,78,30,-1,Hispanic,250
Charlotte Amalie West CDP,78,30,-1,Hispanic,1096
Christiansted town,78,10,-1,Hispanic,857
Coral Bay CDP,78,20,-1,Hispanic,34
Cruz Bay CDP,78,20,-1,Hispanic,369
Frederiksted town,78,10,-1,Hispanic,203
Frederiksted Southeast CDP,78,10,-1,Hispanic,531
Red Hook CDP,78,30,-1,Hispanic,18
Tutu CDP,78,30,-1,Hispanic,496
United States Virgin Islands,78,-1,-1,"Hispanic, Puerto Rican",10981
St. Croix Island,78,10,-1,"Hispanic, Puerto Rican",9282
Anna's Hope Village subdistrict,78,10,-1,"Hispanic, Puerto Rican",603
Christiansted subdistrict,78,10,-1,"Hispanic, Puerto Rican",462
East End subdistrict,78,10,-1,"Hispanic, Puerto Rican",277
Frederiksted subdistrict,78,10,-1,"Hispanic, Puerto Rican",557
Northcentral subdistrict,78,10,-1,"Hispanic, Puerto Rican",1010
Northwest subdistrict,78,10,-1,"Hispanic, Puerto Rican",707
Sion Farm subdistrict,78,10,-1,"Hispanic, Puerto Rican",2422
Southcentral subdistrict,78,10,-1,"Hispanic, Puerto Rican",1796
Southwest subdistrict,78,10,-1,"Hispanic, Puerto Rican",1448
St. John Island,78,20,-1,"Hispanic, Puerto Rican",68
Central subdistrict,78,20,-1,"Hispanic, Puerto Rican",12
Coral Bay subdistrict,78,20,-1,"Hispanic, Puerto Rican",10
Cruz Bay subdistrict,78,20,-1,"Hispanic, Puerto Rican",46
East End subdistrict,78,20,-1,"Hispanic, Puerto Rican",0
St. Thomas Island,78,30,-1,"Hispanic, Puerto Rican",1631
Charlotte Amalie subdistrict,78,30,-1,"Hispanic, Puerto Rican",607
East End subdistrict,78,30,-1,"Hispanic, Puerto Rican",150
Northside subdistrict,78,30,-1,"Hispanic, Puerto Rican",359
Southside subdistrict,78,30,-1,"Hispanic, Puerto Rican",216
Tutu subdistrict,78,30,-1,"Hispanic, Puerto Rican",195
Water Island subdistrict,78,30,-1,"Hispanic, Puerto Rican",3
West End subdistrict,78,30,-1,"Hispanic, Puerto Rican",101
Estate Adventure,78,10,70,"Hispanic, Puerto Rican",40
Estate Allandale,78,10,600,"Hispanic, Puerto Rican",0
Estate All for the Better,78,10,800,"Hispanic, Puerto Rican",19
Estate Altona,78,10,1400,"Hispanic, Puerto Rican",13
Estate Anguilla,78,10,2500,"Hispanic, Puerto Rican",0
Estate Annaberg and Shannon Grove,78,10,3550,"Hispanic, Puerto Rican",0
Estate Annaly,78,10,3630,"Hispanic, Puerto Rican",0
Estate Annas Hope,78,10,3800,"Hispanic, Puerto Rican",150
Estate A Piece of Land,78,10,5540,"Hispanic, Puerto Rican",0
Estate Barren Spot 1,78,10,5575,"Hispanic, Puerto Rican",0
Estate Barren Spot 2,78,10,5585,"Hispanic, Puerto Rican",165
Estate Becks Grove,78,10,6175,"Hispanic, Puerto Rican",0
Estate Beeston Hill,78,10,6225,"Hispanic, Puerto Rican",48
Estate Bellevue,78,10,6260,"Hispanic, Puerto Rican",11
Estate Belvedere,78,10,6310,"Hispanic, Puerto Rican",1
Estate Bethlehem Middle Works,78,10,7100,"Hispanic, Puerto Rican",30
Estate Bethlehem Old Works,78,10,7400,"Hispanic, Puerto Rican",285
Estate Betsys Jewel,78,10,7500,"Hispanic, Puerto Rican",2
Estate Bettys Hope,78,10,7650,"Hispanic, Puerto Rican",0
Estate Blessing,78,10,7850,"Hispanic, Puerto Rican",8
Estate Bodkin,78,10,7910,"Hispanic, Puerto Rican",0
Estate Body Slob North,78,10,7920,"Hispanic, Puerto Rican",0
Estate Body Slob South,78,10,7930,"Hispanic, Puerto Rican",0
Estate Boetzberg,78,10,7940,"Hispanic, Puerto Rican",67
Estate Bonne Esperance 1,78,10,8075,"Hispanic, Puerto Rican",0
Estate Bonne Esperance 2,78,10,8080,"Hispanic, Puerto Rican",5
Estate Brooks Hill,78,10,8600,"Hispanic, Puerto Rican",8
Estate Bugby Hole,78,10,9300,"Hispanic, Puerto Rican",4
Estate Cain Carlton,78,10,10600,"Hispanic, Puerto Rican",7
Estate Caledonia,78,10,10800,"Hispanic, Puerto Rican",0
Estate Canaan,78,10,11525,"Hispanic, Puerto Rican",8
Estate Cane,78,10,11750,"Hispanic, Puerto Rican",15
Estate Cane Bay,78,10,11840,"Hispanic, Puerto Rican",3
Estate Cane Garden,78,10,11900,"Hispanic, Puerto Rican",12
Estate Cane Valley,78,10,12050,"Hispanic, Puerto Rican",6
Estate Carina,78,10,12500,"Hispanic, Puerto Rican",0
Estate Carlton 1 North,78,10,12750,"Hispanic, Puerto Rican",10
Estate Carlton 1 South,78,10,12800,"Hispanic, Puerto Rican",10
Estate Carlton 2,78,10,12900,"Hispanic, Puerto Rican",96
Estate Cassava Garden,78,10,13700,"Hispanic, Puerto Rican",0
Estate Castle Coakley,78,10,14600,"Hispanic, Puerto Rican",58
Estate Castle Nugent,78,10,14700,"Hispanic, Puerto Rican",0
Estate Catherines Hope,78,10,14840,"Hispanic, Puerto Rican",8
Estate Catherines Rest,78,10,14870,"Hispanic, Puerto Rican",91
Estate Clairmont,78,10,22325,"Hispanic, Puerto Rican",8
Estate Clifton Hill,78,10,22400,"Hispanic, Puerto Rican",295
Estate Coakley Bay,78,10,23200,"Hispanic, Puerto Rican",3
Estate Colquohoun,78,10,23500,"Hispanic, Puerto Rican",174
Estate Concordia East,78,10,24460,"Hispanic, Puerto Rican",15
Estate Concordia West,78,10,24500,"Hispanic, Puerto Rican",111
Estate Constitution Hill,78,10,24600,"Hispanic, Puerto Rican",71
Estate Contentment,78,10,26450,"Hispanic, Puerto Rican",1
Estate Corn Hill,78,10,27250,"Hispanic, Puerto Rican",1
Estate Cottage,78,10,27300,"Hispanic, Puerto Rican",11
Estate Cotton Garden,78,10,27400,"Hispanic, Puerto Rican",0
Estate Cotton Grove,78,10,27525,"Hispanic, Puerto Rican",0
Estate Cotton Valley,78,10,27600,"Hispanic, Puerto Rican",19
Estate Diamond East,78,10,29850,"Hispanic, Puerto Rican",106
Estate Diamond Keturah,78,10,30100,"Hispanic, Puerto Rican",0
Estate Diamond West,78,10,30300,"Hispanic, Puerto Rican",47
Estate East Street,78,10,34750,"Hispanic, Puerto Rican",194
Estate Elizas Retreat,78,10,34850,"Hispanic, Puerto Rican",0
Estate Enfield Green,78,10,35150,"Hispanic, Puerto Rican",98
Estate Envy,78,10,35450,"Hispanic, Puerto Rican",0
Estate Fangselet,78,10,35550,"Hispanic, Puerto Rican",32
Estate Fareham,78,10,35650,"Hispanic, Puerto Rican",0
Estate Fountain,78,10,36050,"Hispanic, Puerto Rican",8
Estate Frederikshaab,78,10,37700,"Hispanic, Puerto Rican",1
Estate Friedensthal,78,10,41600,"Hispanic, Puerto Rican",43
Estate Glynn,78,10,43500,"Hispanic, Puerto Rican",185
Estate Golden Grove,78,10,44250,"Hispanic, Puerto Rican",119
Estate Golden Rock,78,10,44300,"Hispanic, Puerto Rican",492
Estate Granard,78,10,45050,"Hispanic, Puerto Rican",4
Estate Grange,78,10,45150,"Hispanic, Puerto Rican",5
Estate Grange Stock,78,10,45200,"Hispanic, Puerto Rican",8
Estate Great Pond,78,10,45525,"Hispanic, Puerto Rican",0
Estate Green Cay,78,10,45575,"Hispanic, Puerto Rican",4
Estate Grove Place,78,10,46100,"Hispanic, Puerto Rican",93
Estate Gumbs Land,78,10,46150,"Hispanic, Puerto Rican",5
Estate Hams Bay,78,10,46320,"Hispanic, Puerto Rican",6
Estate Hams Bluff,78,10,46330,"Hispanic, Puerto Rican",0
Estate Hannahs Rest,78,10,46350,"Hispanic, Puerto Rican",86
Estate Hard Labor,78,10,46380,"Hispanic, Puerto Rican",0
Estate Hartman,78,10,47000,"Hispanic, Puerto Rican",0
Estate Hermitage,78,10,47600,"Hispanic, Puerto Rican",7
Estate Hermon Hill,78,10,47750,"Hispanic, Puerto Rican",81
Estate Hogensborg,78,10,48030,"Hispanic, Puerto Rican",0
Estate Hope and Carton Hill,78,10,48130,"Hispanic, Puerto Rican",3
Estate Hope East,78,10,48140,"Hispanic, Puerto Rican",18
Estate Hope West,78,10,48150,"Hispanic, Puerto Rican",13
Estate Jacks Bay,78,10,48600,"Hispanic, Puerto Rican",0
Estate Jerusalem and Figtree Hill,78,10,49700,"Hispanic, Puerto Rican",7
Estate Jolly Hill,78,10,49930,"Hispanic, Puerto Rican",0
Estate Judiths Fancy,78,10,49960,"Hispanic, Puerto Rican",53
Estate Kingshill,78,10,50550,"Hispanic, Puerto Rican",20
Estate Kramers Park,78,10,51500,"Hispanic, Puerto Rican",0
Estate La Grande Princess,78,10,51700,"Hispanic, Puerto Rican",425
Estate La Grange,78,10,53400,"Hispanic, Puerto Rican",104
Estate La Press Valley,78,10,53825,"Hispanic, Puerto Rican",0
Estate La Reine,78,10,54000,"Hispanic, Puerto Rican",15
Estate La Vallee,78,10,54200,"Hispanic, Puerto Rican",18
Estate Lebanon Hill,78,10,54300,"Hispanic, Puerto Rican",0
Estate Little Fountain,78,10,54920,"Hispanic, Puerto Rican",3
Estate Little La Grange,78,10,54930,"Hispanic, Puerto Rican",7
Estate Little Princess North,78,10,54970,"Hispanic, Puerto Rican",1
Estate Little Princess South,78,10,54975,"Hispanic, Puerto Rican",34
Estate Little Profit,78,10,54980,"Hispanic, Puerto Rican",0
Estate Longford,78,10,55100,"Hispanic, Puerto Rican",0
Estate Long Point,78,10,55200,"Hispanic, Puerto Rican",0
Estate Lower Love,78,10,55930,"Hispanic, Puerto Rican",0
Estate Lowry Hill,78,10,55960,"Hispanic, Puerto Rican",6
Estate Madam Carty,78,10,56200,"Hispanic, Puerto Rican",0
Estate Mannings Bay,78,10,56860,"Hispanic, Puerto Rican",0
Estate Marienhoj,78,10,56950,"Hispanic, Puerto Rican",9
Estate Marys Fancy,78,10,57100,"Hispanic, Puerto Rican",70
Estate Mon Bijou North,78,10,57425,"Hispanic, Puerto Rican",3
Estate Mon Bijou South,78,10,57430,"Hispanic, Puerto Rican",196
Estate Montpellier East,78,10,57530,"Hispanic, Puerto Rican",15
Estate Montpellier West,78,10,57560,"Hispanic, Puerto Rican",6
Estate Morning Star North,78,10,57650,"Hispanic, Puerto Rican",1
Estate Morning Star South,78,10,57660,"Hispanic, Puerto Rican",40
Estate Mountain,78,10,57670,"Hispanic, Puerto Rican",2
Estate Mount Eagle,78,10,57680,"Hispanic, Puerto Rican",0
Estate Mount Fancy,78,10,57690,"Hispanic, Puerto Rican",0
Estate Mount Pleasant East 1,78,10,57790,"Hispanic, Puerto Rican",9
Estate Mount Pleasant East 2,78,10,57800,"Hispanic, Puerto Rican",2
Estate Mount Pleasant West,78,10,57820,"Hispanic, Puerto Rican",144
Estate Mount Retreat,78,10,57840,"Hispanic, Puerto Rican",0
Estate Mount Stewart,78,10,57860,"Hispanic, Puerto Rican",0
Estate Mount Victory,78,10,57880,"Hispanic, Puerto Rican",0
Estate Mount Washington and Washington Hill,78,10,57900,"Hispanic, Puerto Rican",1
Estate Mount Welcome,78,10,57950,"Hispanic, Puerto Rican",44
Estate Nicholas,78,10,59000,"Hispanic, Puerto Rican",1
Estate North Grapetree Bay,78,10,59550,"Hispanic, Puerto Rican",0
Estate North Hall,78,10,59600,"Hispanic, Puerto Rican",0
Estate Northside,78,10,61325,"Hispanic, Puerto Rican",7
Estate North Slob,78,10,61450,"Hispanic, Puerto Rican",2
Estate North Star,78,10,61700,"Hispanic, Puerto Rican",0
Estate Orange Grove East,78,10,62730,"Hispanic, Puerto Rican",52
Estate Orange Grove West,78,10,62760,"Hispanic, Puerto Rican",2
Estate Oxford,78,10,63050,"Hispanic, Puerto Rican",1
Estate Paradise,78,10,63175,"Hispanic, Puerto Rican",63
Estate Parasol,78,10,63300,"Hispanic, Puerto Rican",0
Estate Pearl,78,10,63900,"Hispanic, Puerto Rican",15
Estate Peters Farm,78,10,64070,"Hispanic, Puerto Rican",4
Estate Peters Rest,78,10,64150,"Hispanic, Puerto Rican",108
Estate Petronella,78,10,64300,"Hispanic, Puerto Rican",0
Estate Pleasant Valley East,78,10,64530,"Hispanic, Puerto Rican",8
Estate Pleasant Valley West,78,10,64560,"Hispanic, Puerto Rican",4
Estate Plessen 1,78,10,64630,"Hispanic, Puerto Rican",4
Estate Plessen 2,78,10,64660,"Hispanic, Puerto Rican",73
Estate Profit,78,10,64820,"Hispanic, Puerto Rican",561
Estate Prospect Hill,78,10,64870,"Hispanic, Puerto Rican",0
Estate Prosperity East,78,10,64930,"Hispanic, Puerto Rican",1
Estate Prosperity West,78,10,64960,"Hispanic, Puerto Rican",11
Estate Punch,78,10,65020,"Hispanic, Puerto Rican",0
Estate Rattan,78,10,65150,"Hispanic, Puerto Rican",80
Estate Recovery Hill,78,10,65525,"Hispanic, Puerto Rican",0
Estate Retreat,78,10,65750,"Hispanic, Puerto Rican",58
Estate Richmond,78,10,65830,"Hispanic, Puerto Rican",190
Estate River,78,10,65860,"Hispanic, Puerto Rican",17
Estate Roberts Hill,78,10,66030,"Hispanic, Puerto Rican",0
Estate Rose Hill,78,10,66060,"Hispanic, Puerto Rican",0
Estate Ruby,78,10,66750,"Hispanic, Puerto Rican",61
Estate Rust Up Twist,78,10,66780,"Hispanic, Puerto Rican",1
Estate St. George,78,10,67000,"Hispanic, Puerto Rican",113
Estate St. Georges Hill,78,10,67100,"Hispanic, Puerto Rican",12
Estate St. John,78,10,67630,"Hispanic, Puerto Rican",130
Estate St. Peters,78,10,68000,"Hispanic, Puerto Rican",32
Estate Sallys Fancy,78,10,68530,"Hispanic, Puerto Rican",26
Estate Salt River,78,10,68560,"Hispanic, Puerto Rican",12
Estate Seven Hills,78,10,69200,"Hispanic, Puerto Rican",0
Estate Shoys,78,10,69600,"Hispanic, Puerto Rican",6
Estate Sight,78,10,70260,"Hispanic, Puerto Rican",3
Estate Sion Farm,78,10,71300,"Hispanic, Puerto Rican",335
Estate Sion Hill,78,10,71600,"Hispanic, Puerto Rican",81
Estate Solitude East,78,10,73650,"Hispanic, Puerto Rican",14
Estate Solitude West,78,10,73660,"Hispanic, Puerto Rican",0
Estate Southgate,78,10,74000,"Hispanic, Puerto Rican",4
Estate South Grapetree Bay,78,10,74400,"Hispanic, Puerto Rican",0
Estate South Slob,78,10,75100,"Hispanic, Puerto Rican",5
Estate Sprat Hall,78,10,75950,"Hispanic, Puerto Rican",0
Estate Springfield,78,10,76100,"Hispanic, Puerto Rican",0
Estate Spring Garden,78,10,76200,"Hispanic, Puerto Rican",0
Estate Spring Gut,78,10,76300,"Hispanic, Puerto Rican",0
Estate Stony Ground,78,10,76500,"Hispanic, Puerto Rican",25
Estate Strawberry Hill,78,10,77100,"Hispanic, Puerto Rican",148
Estate Sweet Bottom,78,10,77700,"Hispanic, Puerto Rican",0
Estate Teague Bay,78,10,77760,"Hispanic, Puerto Rican",10
Estate The Springs,78,10,78000,"Hispanic, Puerto Rican",0
Estate Thomas,78,10,78100,"Hispanic, Puerto Rican",7
Estate Tipperary,78,10,78200,"Hispanic, Puerto Rican",24
Estate Turner Hole,78,10,78250,"Hispanic, Puerto Rican",0
Estate Two Brothers,78,10,79500,"Hispanic, Puerto Rican",359
Estate Two Friends,78,10,79700,"Hispanic, Puerto Rican",0
Estate Union and Mount Washington,78,10,79900,"Hispanic, Puerto Rican",60
Estate Upper Bethlehem,78,10,80230,"Hispanic, Puerto Rican",47
Estate Upper Love,78,10,80400,"Hispanic, Puerto Rican",154
Estate Waldberggaard,78,10,81900,"Hispanic, Puerto Rican",3
Estate Wheel of Fortune,78,10,84100,"Hispanic, Puerto Rican",73
Estate Whim,78,10,84800,"Hispanic, Puerto Rican",662
Estate White Lady,78,10,84900,"Hispanic, Puerto Rican",24
Estate Whites Bay 1,78,10,85100,"Hispanic, Puerto Rican",72
Estate Whites Bay 2,78,10,85200,"Hispanic, Puerto Rican",0
Estate William,78,10,85550,"Hispanic, Puerto Rican",0
Estate Williams Delight,78,10,85630,"Hispanic, Puerto Rican",508
Estate Wills Bay,78,10,85660,"Hispanic, Puerto Rican",0
Estate Windsor,78,10,85820,"Hispanic, Puerto Rican",0
Estate Wood Cottage,78,10,85870,"Hispanic, Puerto Rican",0
Estate Work and Rest,78,10,85900,"Hispanic, Puerto Rican",227
Estate Yellow Cliff,78,10,85950,"Hispanic, Puerto Rican",0
